Title,Author,Rating,Type
America's Game: The NFL at 100,Jerry Rice,3.82 avg rating — 212 ratings,3.82 avg rating — 212 ratings
"Tripwire  (Jack Reacher, #3)",Lee Child,"4.12 avg rating — 135,830 ratings",(Goodreads Author)
The Gospel According to Jesus Christ,José Saramago,"4.31 avg rating — 36,102 ratings","4.31 avg rating — 36,102 ratings"
The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton,"4.28 avg rating — 6,261 ratings",(Goodreads Author)
Eight Perfect Murders,Peter  Swanson,"3.63 avg rating — 88,910 ratings",(Goodreads Author)
"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,"4.12 avg rating — 44,320 ratings",(Goodreads Author)
"Luck in the Shadows (Nightrunner, #1)",Lynn Flewelling,"4.09 avg rating — 22,704 ratings",(Goodreads Author)
The Devil's Trinity,Michael              Parker,"4.26 avg rating — 5,777 ratings",(Goodreads Author)
"Lady Justice: Women, the Law, and the Battle to Save America",Dahlia Lithwick,"4.39 avg rating — 2,890 ratings","4.39 avg rating — 2,890 ratings"
The Nicomachean Ethics,Aristotle,"really liked it 4.00 avg rating — 55,827 ratings","really liked it 4.00 avg rating — 55,827 ratings"
Sh*t My Dad Says,Justin Halpern,"3.98 avg rating — 159,098 ratings","3.98 avg rating — 159,098 ratings"
Handle with Care,Jodi Picoult,"really liked it 4.00 avg rating — 135,261 ratings",(Goodreads Author)
Lincoln in the Bardo,George Saunders,"3.75 avg rating — 167,283 ratings","3.75 avg rating — 167,283 ratings"
The Zookeeper's Wife: A War Story,Diane Ackerman,"3.49 avg rating — 90,336 ratings",(Goodreads Author)
No Exit,Jean-Paul Sartre,"4.12 avg rating — 43,076 ratings","4.12 avg rating — 43,076 ratings"
"Piercing the Darkness (Darkness, #2)",Frank E. Peretti,"4.33 avg rating — 65,270 ratings","4.33 avg rating — 65,270 ratings"
The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"4.09 avg rating — 40,805 ratings",(Goodreads Author)
Against the Machine: Evolution,Brian Van Norman,"4.33 avg rating — 1,078 ratings",(Goodreads Author)
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"4.24 avg rating — 1,294,806 ratings",(Goodreads Author)
Zeitoun,Dave Eggers,"4.05 avg rating — 79,357 ratings","4.05 avg rating — 79,357 ratings"
"Charmed Life (Chrestomanci, #1)",Diana Wynne Jones,"3.97 avg rating — 35,238 ratings","3.97 avg rating — 35,238 ratings"
The Dark Half,Stephen        King,"3.81 avg rating — 148,415 ratings",(Goodreads Author)
They Came From The North,Malcolm McCoard,4.42 avg rating — 112 ratings,(Goodreads Author)
Mademoiselle le Sleuth,Theasa Tuohy,4.30 avg rating — 524 ratings,(Goodreads Author)
Prep,Curtis Sittenfeld,"3.44 avg rating — 72,450 ratings",(Goodreads Author)
The Thief of Always,Clive Barker,"4.21 avg rating — 35,819 ratings",(Goodreads Author)
"The Lying Game (The Lying Game, #1)",Sara Shepard,"3.90 avg rating — 45,210 ratings",(Goodreads Author)
The Most Popular President Who Ever Lived [So Far],Nancy Omeara,"4.32 avg rating — 1,188 ratings",(Goodreads Author)
A Particular Man,Lesley Glaister,4.38 avg rating — 551 ratings,(Goodreads Author)
Imperial Bedrooms,Bret Easton Ellis,"3.20 avg rating — 20,217 ratings","3.20 avg rating — 20,217 ratings"
Me and Earl and the Dying Girl,Jesse Andrews,"3.51 avg rating — 146,336 ratings",(Goodreads Author)
Maniac Magee,Jerry Spinelli,"3.90 avg rating — 127,131 ratings","3.90 avg rating — 127,131 ratings"
"The Midnight Line (Jack Reacher, #22)",Lee Child,"4.10 avg rating — 85,679 ratings",(Goodreads Author)
"Heartless (Chestnut Springs, #2)",Elsie Silver,"4.38 avg rating — 431,676 ratings",(Goodreads Author)
"Pyramids (Discworld, #7)",Terry Pratchett,"3.93 avg rating — 91,146 ratings","3.93 avg rating — 91,146 ratings"
Lectures on Faith,Joseph Smith Jr.,"4.49 avg rating — 5,709 ratings","4.49 avg rating — 5,709 ratings"
"Martin the Warrior (Redwall, #6)",Brian Jacques,"4.17 avg rating — 44,406 ratings","4.17 avg rating — 44,406 ratings"
"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines,"4.20 avg rating — 86,944 ratings",(Goodreads Author)
The Coven of Deeds,Malcolm McCoard,4.49 avg rating — 130 ratings,(Goodreads Author)
The Siren,Kiera Cass,"3.69 avg rating — 94,864 ratings",(Goodreads Author)
Dr. Faustus,Christopher Marlowe,"3.80 avg rating — 70,459 ratings","3.80 avg rating — 70,459 ratings"
"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,"4.04 avg rating — 42,895 ratings","4.04 avg rating — 42,895 ratings"
The Gray House,Mariam Petrosyan,"4.26 avg rating — 9,096 ratings","4.26 avg rating — 9,096 ratings"
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,"4.20 avg rating — 39,197 ratings","4.20 avg rating — 39,197 ratings"
Bone: The Complete Edition,Jeff Smith,"4.46 avg rating — 37,934 ratings","4.46 avg rating — 37,934 ratings"
Ordeal,Tatyana K. Varenko,4.01 avg rating — 124 ratings,(Goodreads Author)
I Never Promised You a Rose Garden,Hannah  Green,"3.90 avg rating — 34,385 ratings","3.90 avg rating — 34,385 ratings"
Awoken,Timothy   Miller,4.22 avg rating — 167 ratings,(Goodreads Author)
Left to Tell: Discovering God Amidst the Rwandan Holocaust,Immaculée Ilibagiza,"4.43 avg rating — 46,355 ratings","4.43 avg rating — 46,355 ratings"
"The Outlaw Demon Wails (The Hollows, #6)",Kim Harrison,"4.37 avg rating — 58,055 ratings",(Goodreads Author)
The Nanny Song,Misty Mount,4.24 avg rating — 819 ratings,(Goodreads Author)
Jesus’ Son,Denis Johnson,"4.13 avg rating — 38,709 ratings","4.13 avg rating — 38,709 ratings"
Life: A User's Manual,Georges Perec,"4.18 avg rating — 9,649 ratings","4.18 avg rating — 9,649 ratings"
"The Hazel Wood (The Hazel Wood, #1)",Melissa Albert,"3.56 avg rating — 99,494 ratings",(Goodreads Author)
"The Sandman, Vol. 7: Brief Lives",Neil Gaiman,"4.55 avg rating — 60,495 ratings",(Goodreads Author)
"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce,"4.24 avg rating — 100,799 ratings",(Goodreads Author)
"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,"4.34 avg rating — 73,849 ratings","4.34 avg rating — 73,849 ratings"
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"4.52 avg rating — 113,792 ratings","4.52 avg rating — 113,792 ratings"
الأسود يليق بك,Ahlam Mosteghanemi,"3.63 avg rating — 64,666 ratings",(Goodreads Author)
"Supreme Betrayal (Zachary Blake Legal Thriller, #6)",Mark M. Bello,"4.33 avg rating — 3,824 ratings",(Goodreads Author)
The Queen's Gambit,Walter Tevis,"4.18 avg rating — 130,493 ratings","4.18 avg rating — 130,493 ratings"
The Rings of Saturn,W.G. Sebald,"4.23 avg rating — 16,457 ratings","4.23 avg rating — 16,457 ratings"
"Trust: A New Beginning (Trust Trilogy, #1)",Cristiane Serruya,"3.55 avg rating — 2,622 ratings","3.55 avg rating — 2,622 ratings"
Baltasar and Blimunda,José Saramago,"3.93 avg rating — 24,682 ratings","3.93 avg rating — 24,682 ratings"
"Freak the Mighty (Freak the Mighty, #1)",Rodman Philbrick,"4.02 avg rating — 55,712 ratings","4.02 avg rating — 55,712 ratings"
"The Siren (The Original Sinners, #1)",Tiffany Reisz,"4.02 avg rating — 28,232 ratings",(Goodreads Author)
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"3.98 avg rating — 113,624 ratings","3.98 avg rating — 113,624 ratings"
Projector for Sale,Steven Decker,4.22 avg rating — 512 ratings,(Goodreads Author)
Scarlett,Alexandra Ripley,"3.66 avg rating — 67,338 ratings","3.66 avg rating — 67,338 ratings"
Cocaine Nights,J.G. Ballard,"3.56 avg rating — 6,526 ratings","3.56 avg rating — 6,526 ratings"
"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki,"4.70 avg rating — 10,638 ratings","4.70 avg rating — 10,638 ratings"
"Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life",Kris Kelkar,4.39 avg rating — 111 ratings,(Goodreads Author)
Maya's Magical Adventures,Malcolm McCoard,4.65 avg rating — 271 ratings,(Goodreads Author)
"Crime (Ray Lennox, #1)",Irvine Welsh,"3.65 avg rating — 5,738 ratings","3.65 avg rating — 5,738 ratings"
"Haunted (The Mediator, #5)",Meg Cabot,"4.14 avg rating — 39,924 ratings",(Goodreads Author)
Nobody Move,Denis Johnson,"3.35 avg rating — 4,993 ratings","3.35 avg rating — 4,993 ratings"
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"4.47 avg rating — 1,076,124 ratings",(Goodreads Author)
"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",Ellen Schreiber,"4.14 avg rating — 28,120 ratings","4.14 avg rating — 28,120 ratings"
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"4.08 avg rating — 68,714 ratings",(Goodreads Author)
Huế 1968: A Turning Point of the American War in Vietnam,Mark Bowden,"4.33 avg rating — 7,675 ratings","4.33 avg rating — 7,675 ratings"
"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,"4.10 avg rating — 36,416 ratings",(Goodreads Author)
"Let's Explore Diabetes with Owls: Essays, Etc.",David Sedaris,"3.85 avg rating — 148,440 ratings","3.85 avg rating — 148,440 ratings"
"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,"3.94 avg rating — 54,355 ratings",(Goodreads Author)
Democracy in America,Alexis de Tocqueville,"4.05 avg rating — 26,391 ratings","4.05 avg rating — 26,391 ratings"
I Who Have Never Known Men,Jacqueline Harpman,"4.17 avg rating — 224,001 ratings","4.17 avg rating — 224,001 ratings"
The Samurai's Garden,Gail Tsukiyama,"4.15 avg rating — 27,417 ratings","4.15 avg rating — 27,417 ratings"
"Caressed by Ice (Psy-Changeling, #3)",Nalini Singh,"4.28 avg rating — 41,507 ratings",(Goodreads Author)
"Presumed Innocent (Kindle County Legal Thriller, #1)",Scott Turow,"4.09 avg rating — 122,943 ratings",(Goodreads Author)
The 7th Canon,Robert Dugoni,"4.28 avg rating — 26,596 ratings",(Goodreads Author)
Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls,Lauren Graham,"3.94 avg rating — 153,092 ratings","3.94 avg rating — 153,092 ratings"
All the Ugly and Wonderful Things,Bryn Greenwood,"3.98 avg rating — 190,581 ratings",(Goodreads Author)
Untamed,Glennon Doyle,"3.98 avg rating — 489,821 ratings",(Goodreads Author)
The Silent Wife,A.S.A. Harrison,"3.29 avg rating — 117,173 ratings","3.29 avg rating — 117,173 ratings"
"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling,"4.61 avg rating — 285,296 ratings","4.61 avg rating — 285,296 ratings"
The Mermaid Chair,Sue Monk Kidd,"3.22 avg rating — 88,139 ratings",(Goodreads Author)
Artemis,Andy Weir,"3.69 avg rating — 300,997 ratings",(Goodreads Author)
"Naruto, Vol. 1: Uzumaki Naruto (Naruto, #1)",Masashi Kishimoto,"4.41 avg rating — 227,822 ratings","4.41 avg rating — 227,822 ratings"
"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,"4.24 avg rating — 63,161 ratings",(Goodreads Author)
"Letters to the Lost (Letters to the Lost, #1)",Brigid Kemmerer,"4.31 avg rating — 50,090 ratings",(Goodreads Author)
"A Merciful Death (Mercy Kilpatrick, #1)",Kendra Elliot,"4.19 avg rating — 54,995 ratings",(Goodreads Author)
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"4.38 avg rating — 99,218 ratings","4.38 avg rating — 99,218 ratings"
"Problems at the Pub (Sugar Mountain, #4)",Kirsten Fullmer,"4.34 avg rating — 4,913 ratings",(Goodreads Author)
"Stop! Don't Read This, It's Impossible!",Malcolm McCoard,4.60 avg rating — 219 ratings,(Goodreads Author)
